username,engagement,like_count,comment_count,share_count,view_count,hashtags,age_group,relatability_label,relatability_score
anon_0220,0.0305767894371091,889,51,28,31658,"['motherhood', 'pregnancy', 'fyp', 'firsttimemom', 'sahm', 'pregnancytest', 'momtok', 'foryoupage', 'controversialopinion']",age1,relatable content,0.6709408164024353
anon_0221,0.0583596214511041,33,3,1,634,"['babyboy', 'pregnant', 'fyp', 'youngmom', 'sahm', '2under2', 'xyzbca']",age1,relatable content,0.3834799826145172
anon_0222,0.0486111111111111,13,1,0,288,"['motherhood', 'trending', 'foryou', 'pregnant', 'nurse', 'fyp', 'thingsilove', 'sahm', 'momsoftiktok', 'thingsiloveinmyname']",age1,relatable content,0.3489226698875427
anon_0223,0.0191756272401433,189,21,4,11160,"['mom', 'mama', 'momma', 'pregnancy', 'pregnant', 'mommasboy', 'momlife', 'boymom', 'highrisk', 'firsttimemom', 'sahm', 'sahmlife', 'newmom', 'mamatobe', 'boymama', 'girlmom', 'girlmomma', 'momvlog', 'newmomlife', 'firsttimemommy', 'momtok', '37weekspregnant', 'boymomma', 'firsttimemomma', 'momsoftiktok', 'boymoms', 'girlmama', 'highriskpregnancy', 'sahmsoftiktok', 'highriskpregnancylookslike']",age1,relatable content,0.252009242773056
anon_0224,0.1870824053452116,58,26,0,449,"['christmas', 'foryou', 'pregnant', 'pregnantlife', 'fyp', 'vlog', 'christmascountdown', 'vlogmas', 'holidaycountdown', 'sahm', 'sahmomlife']",age1,everyday life situation,0.2562990188598633
anon_0225,0.0817307692307692,50,1,0,624,"['pregnant', 'slowmorning', 'sahm', 'morningvlog', 'eveningvlog', 'wieiad', 'sundayreset']",age1,everyday life situation,0.2538724839687347
anon_0226,0.0544959128065395,9,6,5,367,"['pregnant', 'momlife', 'sahm', '27weekspregnant', 'bookrecommendations', 'booktok', 'capcut']",age1,relatable content,0.3684920072555542
anon_0227,0.0919060052219321,159,17,0,1915,"['blessed', 'pregnancy', 'foryou', 'momlife', 'fyp', 'askmequestions', 'myjourney', 'sahm', 'momof3', 'momtok', 'surrogacy', 'momsoftiktok', 'surrogacyjourney', 'becomingasurrogate']",age1,relatable content,0.8722721338272095
anon_0228,0.0694789081885856,27,1,0,403,"['ootd', 'pregnant', 'babybump', 'pregnantlife', 'youngmom', 'sahm', '2under2', 'girlmom', 'momsoftiktok', 'pregnanttiktok', 'oeak']",age1,everyday life situation,0.2812144160270691
anon_0229,0.0888888888888888,92,9,7,1215,"['relatable', 'hospital', 'pregnant', 'dove', 'viralvideo', 'fyp', 'parentschoice', 'sahm', 'hospitalbag', 'firsttimemommy', 'momsoftiktok', 'fridamom', 'dec2024']",age1,relatable content,0.9912077784538268
anon_0126,0.0963455149501661,81,5,1,903,"['motherhood', 'pregnancy', 'pregnant', 'babyontheway', 'momlife', 'fyp', 'mentalhealth', 'mentalhealthmatters', 'mentalhealthawareness', 'sahm', 'momtobe', 'pregnancyjourney', 'thirdtrimester', 'momtok', 'momsoftiktok', 'sahmof2', 'expectingmom', 'pregnancytiktok']",age1,everyday life situation,0.3999919295310974
anon_0230,0.1571969696969697,67,16,0,528,"['viral', 'pregnant', 'momlife', 'pregnantlife', 'fyp', 'boymom', '5monthspregnant', 'babynumber2', 'pregnantmom', 'sahm', 'growingfamily', 'momtok', 'pregnantmomma', 'momsoftiktok', 'pregnanttiktok', 'expectingmoms', 'pregnantmomsoftiktok', 'sahmwannabe', 'expecting2024', 'july2024baby']",age1,personal experience,0.2157634496688842
anon_0231,0.0945595854922279,61,12,0,772,"['mom', 'birth', 'meme', 'pregnancy', 'pregnant', 'momlife', 'stayathomemom', 'sahm', 'homemaker', 'vbac', 'csection', 'naturalbirth', 'momtok', 'momsoftiktok', 'pregnanttiktok', 'laboranddelivery', 'capcut', 'homemakertiktok', 'memecut']",age1,everyday life situation,0.4260017275810241
anon_0232,0.3073770491803279,63,12,0,244,"['mama', 'pregnant', 'paperwork', 'whereisit', 'pregnantlife', 'sahm', 'sahmlife', 'pregnancybrain', 'brainfog', 'mamasoftiktok', 'sahmsoftiktok']",age1,everyday life situation,0.5068581104278564
anon_0024,0.0887573964497041,25,4,1,338,"['pregnant', 'fyp', '36weekspregnant', 'greenscreen', 'sahm', 'foryoupage']",age1,relatable content,0.9747804403305054
anon_0233,0.1402524544179523,80,20,0,713,"['pregnant', 'boymom', 'sahm', 'glucosetest', 'fypシ゚viral']",age1,relatable content,0.2590710818767547
anon_0234,0.0478075517661388,142,15,0,3284,"['momlife', 'jesuslovesyou', 'pregnantlife', 'bedtimeroutine', 'pregnantmama', 'sahm', 'sahmlife', 'momof2', 'momof3', 'christianmom', 'momtok', 'momsoftiktok', 'toddleroftiktok', 'pregnant🤰', 'sahmsoftiktok', 'momsover25butunder30']",age1,relatable content,0.3837817013263702
anon_0235,0.0413533834586466,8,2,1,266,"['creed', 'yummy', 'monday', 'pregnancy', 'dinner', 'pregnant', 'homemade', 'momlife', 'burritos', 'smotheredburrito', 'sahm', 'sahmlife', '14weeks', 'mexicanrice', 'foodtok', 'dinnerrecipes']",age1,relatable content,0.2830754816532135
anon_0236,0.1501501501501501,81,17,2,666,"['morningroutine', 'pregnant', 'happythursday', 'fyp', 'sahm', 'momfriends', 'morningvlog', 'homeschoolingmom', 'relateablemom', 'momsunder30']",age1,everyday life situation,0.5337451696395874
anon_0237,0.0695088044485634,69,6,0,1079,"['ootd', 'mygirl', 'sahm', 'thirdtrimester', 'pregnancyoutfit']",age1,relatable content,0.6696534752845764
anon_0238,0.1152815013404825,41,2,0,373,"['pregnant', 'fyp', 'youngmom', 'sahm', 'foodtiktok', 'momsoftiktok', 'foodtok']",age1,relatable content,0.3289332389831543
anon_0239,0.04,10,2,0,300,"['cute', 'mom', 'trending', 'moms', 'pregnancy', 'pregnant', 'fyp', 'sahm', 'sahmlife', 'momtok', 'momsoftiktok', 'sahmsoftiktok']",age1,relatable content,0.2716324925422668
anon_0240,0.0280096353145482,442,57,1,17851,"['pregnant', 'momlife', 'sahm', 'pregnancyannouncement', '2under2', 'pregnancytest', 'firsttrimester', 'pregnancyjourney', 'momsoftiktok']",age1,shared experience,0.3036603927612304
anon_0241,0.0347796724632787,202,3,1,5923,"['sahm', 'sahmlife', '2under2', '21weekspregnant', 'pregnancyjourney', 'twoundertwo', '2under2life', '2ndtimemom']",age1,relatable content,0.8454367518424988
anon_0077,0.0853018372703412,62,3,0,762,"['relatable', 'engaged', 'motherhood', 'babyboy', 'pregnant', 'fyp', 'youngmom', 'sahm', 'momof3', 'babynumber4', 'backtobackpregnancies', 'pregnancytiktok', 'momsunder25']",age1,relatable content,0.8754662275314331
anon_0242,0.1899038461538461,56,19,4,416,"['morningroutine', 'pregnant', 'starttheday', 'sahm', 'momof2', 'girlandboymom', 'momsoftikok', 'realisticmomlife']",age1,relatable content,0.5130196213722229
anon_0243,0.0310021629416005,41,2,0,1387,"['pregnant', 'pregnantlife', 'sahm', 'sahmlife', '31weekspregnant', 'lowiron']",age1,relatable content,0.8825506567955017
anon_0244,0.0363336085879438,39,5,0,1211,"['trending', 'viral', 'pregnancy', 'pregnant', 'youngmom', 'sahm', 'thirdtrimester', '35weekspregnant', 'momsoftiktok', 'highriskpregnancy', '2ndtimemom', 'geneticawareness', 'nipttesting']",age1,everyday life situation,0.372389554977417
anon_0245,0.0059121621621621,4,3,0,1184,"['viral', 'pregnant', 'fyp', 'trendin', 'sahm', 'sahmlife', 'brushset', 'momtok', 'momsoftiktok', 'parentsoftiktok', 'pregnanttiktok', 'sahmsoftiktok', 'bottleprepping']",age1,relatable content,0.4640886783599853
anon_0246,0.0452261306532663,52,1,1,1194,"['pregnancy', 'pregnant', 'morningsickness', 'sahm', 'mixedfamily', 'survivalmode', 'tiredmom', 'thirdbaby', 'firsttrimester', 'pregnancynausea', 'bilingualkids', 'bilingualparenting', 'unhurriedparenting', 'momunhurried', 'unhurriedrhythms']",age1,everyday life situation,0.3570573925971985
anon_0247,0.0955414012738853,42,3,0,471,"['babymama', '2', 'sahm', 'pregnancyannouncement', 'babytok', 'pregnancyjourney', 'momsoftiktok', 'sahmsoftiktok', 'pregnancytiktok']",age1,relatable content,0.9597662687301636
anon_0248,0.0466321243523316,8,1,0,193,"['pregnant', 'ebay', 'sahm', 'mercari', 'depop', 'gettingworkdone', 'poshmark', 'listings', 'reseller', 'fbmp']",age1,relatable content,0.3326903283596039
anon_0203,0.2096069868995633,40,7,1,229,"['pregnancy', 'foryou', 'fyp', '18weeks', 'sahm', 'momsoftiktok', '18weekmovement', '18weekbelly']",age1,everyday life situation,0.4660781323909759
anon_0249,0.0250203970628229,1181,192,7,55155,"['pregnancy', 'momlife', 'pregnantlife', 'sahm', 'momof2', 'momof3', 'prenatal', 'momtok', 'glucosetest', 'wfhm', 'momsoftiktok', 'prenatalappointment', 'pregnanttiktok', 'pregnancytiktok', 'obvisit']",age1,relatable content,0.930193305015564
anon_0250,0.0381165919282511,27,7,0,892,"['foryou', 'pregnant', 'postpartum', 'fyp', 'mealprep', 'sahm', '34weekspregnant', 'mealplan', 'foryoupage', 'fypage', 'momsoftiktok', 'freezermeals', 'sahmsoftiktok', 'postpartumrecovery', 'postpartummeals', 'freezermealsbeforebaby']",age1,relatable content,0.2415664941072464
anon_0251,0.0709568638471266,476,28,1,7117,"['pregnancy', 'babyblues', 'postpartum', 'breastfeeding', 'homebirth', 'ppd', 'ppa', 'sahm', 'crunchymom']",age1,everyday life situation,0.321636825799942
anon_0252,0.1096532333645735,98,15,4,1067,"['motherhood', 'lovingmyself', 'moms', 'momanddaughter', 'momandson', 'momlife', 'healing', 'boundaries', 'marriedcouple', 'sahm', '2under2', 'pregnancyjourney', 'toddlermoms', 'secondtimemom']",age1,everyday life situation,0.5876488089561462
anon_0253,0.0776545166402535,48,1,0,631,"['me', 'mama', 'viral', 'pregnant', '2', 'fyp', 'sahm', '2under2', 'boymama', 'hospitalbag', '37weekspregnant', 'secondtimemom', 'hospitalbagforbaby']",age1,relatable content,0.9717736840248108
anon_0081,0.0758180367118914,76,15,4,1253,"['pregnant', 'sahm', 'babytok', 'momsoftiktok', 'nursehanna']",age1,relatable content,0.4418917298316955
anon_0254,0.0504504504504504,27,1,0,555,"['pregnant', 'sahm', 'momtok']",age1,relatable content,0.9798628091812134
anon_0255,0.0983981693363844,40,3,0,437,"['pregnantlife', 'fyp', 'sahm', 'firsttrimester', '2024baby', 'ttcjourney', 'fypシ', 'pregnancytiktok']",age1,everyday life situation,0.3411925733089447
anon_0256,0.0361757105943152,64,6,0,1935,"['pregnant', 'justanordinarygirl', 'sahm', 'fitcheck', 'pregnancyfit', 'itsmeganrenee']",age1,relatable content,0.9859704971313475
anon_0257,0.0086824397655741,32,2,6,4607,"['mom', 'pregnancy', 'momlife', 'pregnantlife', 'youngmom', 'momhack', 'backpain', 'sahm', 'momcozy', 'thirdtimemom', 'wedgepillow', 'momcozyshop', 'momcozylife']",age1,relatable content,0.9006941318511963
anon_0258,0.0737704918032786,31,5,0,488,"['pregnantlife', 'momof4', 'sahm', 'healingprocess', 'stepmomsoftiktok']",age1,relatable content,0.4746615886688232
anon_0259,0.0536044362292051,27,2,0,541,"['tennessee', 'pregnant', 'sahm', 'capcut', 'southernbellee']",age1,relatable content,0.5474767684936523
anon_0260,0.0902439024390243,35,2,0,410,"['4thofjuly', '4thofjulyweekend', 'firsttimemom', 'sahm', 'familyof4', '29weekspregnant', 'momtok', 'momsoftiktok', 'pregnanttiktok', 'sahmsoftiktok', 'babynumber2ontheway']",age1,relatable content,0.3701502680778503
anon_0261,0.0430579964850615,46,3,0,1138,"['funny', 'happymothersday', 'pregnant', 'momsbelike', 'momlife', 'fyp', 'askyourdad', 'sahm', 'blendedfamily', '2024']",age1,shared experience,0.5061957240104675
anon_0262,0.0189655172413793,35,8,1,2320,"['husband', 'pregnant', 'fyp', 'sahm', 'nontoxic', 'soontobemom', '38weekspregnant', 'postpartumprep', 'postpartumpadsicles']",age1,relatable content,0.3237239718437195
anon_0263,0.1052631578947368,190,8,0,1881,"['motherhood', 'pregnancy', 'pregnant', 'expecting', 'sahm', 'momof2']",age1,everyday life situation,0.661413848400116
anon_0264,0.0807899461400359,80,10,0,1114,"['morningroutine', 'pregnant', 'sahm', 'sahmlife', 'picturevlog', 'momsoftiktok', 'morninginmylife']",age1,everyday life situation,0.4745855629444122
anon_0265,0.1124845488257107,86,5,0,809,"['relatable', 'teamwork', 'babyboy', 'firsttimemom', 'sahm', 'pregnancyjourney', 'creatorsearchinsights']",age1,relatable content,0.955161988735199
anon_0266,0.1173333333333333,40,2,2,375,"['husband', 'hubby', 'dramatic', 'pregnant', 'babytime', 'nowwhat', 'fyp', 'sahm', 'capcutgraduation2024']",age1,relatable content,0.7584853768348694
anon_0267,0.1553610503282275,65,6,0,457,"['pregnant', 'fyp', 'sahm', '34weekspregnant', 'pregnacyjourney']",age1,relatable content,0.3566572964191437
anon_0268,0.0290531776913099,111,1,0,3855,"['babyboy', 'sahm', 'pregnanttiktok']",age1,relatable content,0.928259015083313
anon_0269,0.0477474892395982,769,11,52,17425,"['pregnancy', 'quran', 'muslimah', 'levelup', 'entrepreneur', 'islam', 'sahm', 'estrogen', 'muslimahstyle', '2024', 'islamicpost', 'menstruationmatters', 'dressmuslimah']",age1,relatable content,0.6341730356216431
anon_0270,0.0928829915560916,70,7,0,829,"['wife', 'foryou', 'fyp', 'momof4', 'pregnantmama', 'sahm', '34weekspregnant', 'thirdtrimester', 'momtok', 'momsoftiktok']",age1,relatable content,0.2759639918804168
anon_0271,0.0465022240194096,112,3,0,2473,"['mom', 'pregnancy', 'pregnant', 'pregnantlife', 'fyp', 'youngmom', 'stayathomemom', 'sahm', 'momof2', '2under2', 'babytok', 'thirdtrimester', 'momtok', 'foryoupage', 'momsoftiktok', 'laboranddelivery', 'secondtimemom', 'countdowntobaby', 'sahmsoftiktok', 'xyzbca', 'youngmomsoftiktok', 'momsunder25', 'pregnanttok', 'january2024baby']",age1,everyday life situation,0.3432883024215698
anon_0272,0.0930232558139534,34,2,0,387,"['heaven', 'latenight', 'pregnancy', 'angels', 'ttc', 'babyfever', 'nightgown', 'tarot', 'tww', 'sahm', 'miraclebaby', 'angelbabies', 'rainbowbaby', 'reiki', 'babytok', 'newmomlife', 'fertility', 'psychicreading', 'healingtiktok', 'spiritualtiktok🧿']",age1,shared experience,0.250953197479248
anon_0273,0.0468085106382978,21,1,0,470,"['morning', 'viral', 'foryou', 'pregnant', 'momlife', 'errands', 'vlog', 'latinamom', 'sahm', 'momcontent']",age1,relatable content,0.4916638135910034
anon_0274,0.0243084660519698,101,13,2,4772,"['momma', 'pregnancy', 'pregnant', 'liquidgold', 'colostrum', 'stayathomemom', 'firsttimemom', '20yearsold', 'sahm', '39weekspregnant', 'momtok', 'momtiktok', 'momat20', 'laborprep', 'momcozy', 'colostrumharvesting', 'colostrumbenefits', 'momcozys12pump']",age1,relatable content,0.6217386722564697
anon_0275,0.0477838194101169,282,7,1,6069,"['fall', 'starbucks', 'familytime', 'pumpkin', 'pregnant', 'psl', 'pumpkinseason', 'starbucksorder', 'momof4', 'sahm', 'coffeeorder']",age1,everyday life situation,0.5110296607017517
anon_0276,0.1208791208791208,37,6,1,364,"['breakfast', 'eggs', 'pregnant', 'egghead', 'protein', 'sahm', 'gestationaldiabetes', 'nutrientdense']",age1,everyday life situation,0.7945864796638489
anon_0277,0.1014677728142948,154,5,0,1567,"['latenight', 'walmart', 'groceries', 'fu', 'uplate', 'pregnancy', 'fup', 'foryou', 'pregnant', 'haul', 'fy', 'fyp', 'pregnancycravings', 'halloweencandy', 'sahm', 'walmartfinds', 'walmarthaul', '3rdtrimester', 'groceryhaul', 'thirdtrimester', 'momtok', '33weekspregnant', 'halloweenfinds', 'foryoupage', 'momtiktok', 'mypregnancyjourney', 'momsoftiktok', 'parentsoftiktok', 'couplesoftiktok', 'momtoks', 'sahms', 'momcontent', 'pregnancytiktok', 'capcut', 'latenighthaul', 'walmarthauls']",age1,relatable content,0.2479384243488311
anon_0077,0.078731547293603,136,7,1,1829,"['motherhood', 'babyboy', 'momlife', 'fyp', 'youngmom', '36weekspregnant', 'sahm', 'momof3', 'pregnancyjourney', 'thirdtrimester', 'momsoftiktok', 'soloparenting', 'momcontent']",age1,relatable content,0.2446483522653579
anon_0278,0.1182108626198083,35,2,0,313,"['foryou', 'fyp', 'sahm', 'thebump', 'onthisday', 'momtok', 'momsoftiktok', 'pregnanttiktok']",age1,relatable content,0.873972475528717
anon_0108,0.0802292263610315,21,7,0,349,"['pregnant', 'augustbaby', 'sahm', 'momof2', '2under2', 'induction', 'momsoftiktok', 'pregnanttiktok']",age1,relatable content,0.2777564525604248
anon_0279,0.071521456436931,42,13,0,769,"['blizzard', 'snowstorm', 'dayinthelife', 'foryou', 'pregnant', 'dailyvlog', 'momlife', 'fyp', 'stayathomemom', 'dayinmylife', 'sahm', 'ditl', 'foryoupage', 'momto4kids']",age1,everyday life situation,0.9764885306358336
anon_0280,0.151567944250871,169,5,0,1148,"['mom', 'pregnant', 'youngmom', 'sahm', 'momsoftiktok', 'fypシ']",age1,relatable content,0.5718656182289124
anon_0281,0.1378763866877971,86,1,0,631,"['dayinthelife', 'pregnancy', 'momlife', 'sahm', 'thirdtrimester', 'momtok']",age1,everyday life situation,0.3146398365497589
anon_0282,0.109775641025641,123,14,0,1248,"['boss', 'relatable', 'viral', 'randomvideo', 'pregnancy', 'pregnant', 'entrepreneur', 'fyp', 'womenempowerment', 'womanpower', 'bossbabe', 'bossmom', 'sahm', 'sahmlife', 'manifestation', 'prettyandpaid', 'mompreneur', 'growingandglowing', 'womenownedbusiness', 'themyiadominique', 'themyiaway']",age1,relatable content,0.9073726534843444
anon_0283,0.2422680412371134,33,14,0,194,"['pregnant', 'fyp', 'sahm', 'girlmom', 'momsoftiktok', 'pregnant🤰', 'pregnanttiktok', 'momcontent']",age1,relatable content,0.3274767100811004
anon_0284,0.0287664927891991,368,3,4,13036,"['christmas', 'family', 'life', 'puertorico', 'viral', 'support', 'pregnant', 'marriedlife', 'fyp', 'labor', 'lifeasamom', 'sahm', 'induction', '3rdtrimester', 'womensupportingwomen', 'foryoupage', 'momsoftiktok', 'pregnanttiktok', 'laboranddelivery', 'fypシ']",age1,everyday life situation,0.5878665447235107
anon_0285,0.14390756302521,122,15,0,952,"['morningroutine', 'pregnantlife', 'sahm', 'momvlog', 'ditlofamom']",age1,relatable content,0.5396337509155273
anon_0111,0.0403272939801285,68,1,0,1711,"['pregnancy', 'pregnant', 'fyp', 'sahm', 'cleanwithme', '3rdtrimester', '8monthspregnant', 'momtok', '33weekspregnant']",age1,relatable content,0.4825906753540039
anon_0286,0.2012987012987013,79,13,1,462,"['pregnant', 'momlife', 'sahm', 'hospitalbag']",age1,relatable content,0.9948453307151794
anon_0287,0.1238447319778188,65,1,1,541,"['babyboy', '37weeks', 'pregnant', 'fyp', 'octoberbaby', 'sahm', 'momsoftiktok']",age1,shared experience,0.251665323972702
anon_0288,0.0521008403361344,22,9,0,595,"['babygirl', 'pregnancy', 'labor', '38weeks', 'sahm', 'babyno2', 'pregnancylife', 'wfhm', 'primroseoil', 'redraspberryleaf']",age1,relatable content,0.8219155669212341
anon_0289,0.1461038961038961,44,1,0,308,"['pregnancy', 'november', 'sickseason', 'mondaymood', 'sahm', 'pregnancystruggles', 'momtok']",age1,personal experience,0.2659680843353271
anon_0290,0.0363935363935363,490,10,9,13986,"['pregnancy', 'pregnant', 'babynumber2', '8weekspregnant', 'sahm', 'sahmlife', 'momsoftiktok']",age1,relatable content,0.98989737033844
anon_0291,0.0577644411102775,73,4,0,1333,"['pregnant', 'sahm', 'girlmom']",age1,relatable content,0.397169291973114
anon_0292,0.0591271703425621,105,18,3,2131,"['itsaboy', 'fyp', 'sahm', 'babynames', 'babytok', 'babyboynames', 'pregnanttiktok']",age1,relatable content,0.3975346982479095
anon_0087,0.0676036909615518,16471,68,26,245031,"['lifestyle', 'mama', 'storytime', 'pregnant', 'momlife', 'vlog', 'carseat', 'unboxing', 'sahm']",age1,relatable content,0.6220851540565491
anon_0031,0.0283385093167701,69,4,0,2576,"['mom', 'mama', 'birthday', 'dailylife', 'pregnancy', 'dailyvlog', 'momof5', 'sahm', 'momof6', 'momsoftiktok', 'pregnanttiktok', 'realisticmomlife', 'nonaestheticmom']",age1,everyday life situation,0.9255771040916444
anon_0293,0.0988184747583243,78,13,1,931,"['mom', 'foryou', 'pregnant', 'fyp', 'sahm', 'shein', 'foryoupage', 'fypage', 'sheinhaul', 'sheinbaby']",age1,relatable content,0.56784588098526
anon_0294,0.0459363957597173,68,10,0,1698,"['christmas', 'surprise', 'pregnant', 'babybump', 'presents', 'christmaspresent', 'sahm', 'momsoftiktok']",age1,relatable content,0.8627681732177734
anon_0092,0.1753731343283582,46,1,0,268,"['morningroutine', 'pregnant', 'momlife', 'fyp', 'wakingupinthemorning', 'sahm', 'sahmlife', 'foryoupage', 'momsoftiktok', 'pregnanttiktok', 'fypシ', 'sahmsoftiktok']",age1,everyday life situation,0.4223456382751465
anon_0295,0.0887902330743618,77,2,1,901,"['simplelife', 'bedtime', 'thatgirl', 'pregnant', 'momlife', 'selfcare', 'youngmom', 'girlythings', 'skincare', 'nighttimeroutine', '20weekspregnant', 'sahm', 'aestheticvibes', 'gurwm', 'homeaesthetic', 'momsoftiktok', 'expectingmom', 'selfcareroutine', 'grwmroutine', 'youngmomsoftiktok', 'momselfcare', 'momlifevibes', 'relateablemomcontent', 'youngstayathomemom']",age1,personal experience,0.2848499119281769
anon_0296,0.0566502463054187,21,2,0,406,"['family', 'stepmom', 'pregnantlife', 'fyp', 'pregnantbelly', 'mentalhealth', 'pregnantwomen', 'ownboss', 'mentalhealthmatters', 'mentalhealthawareness', 'sahm', 'myownbusiness', '31weekspregnant', 'babymomm', 'pregnantmomma', 'foryoupage', 'foryoupagee', 'babyboy💙👶🏻', 'smallcontentcreator', 'stepmomsoftiktok', 'sahmsoftiktok', '31weekspregnant🤰', 'ownbosslife', 'sahmtok', 'smallcontentcreatersupport']",age1,relatable content,0.2194050848484039
anon_0297,0.023989033584647,117,2,21,5836,"['motherhood', 'pregnant', 'postpartum', 'momlife', 'orangecounty', 'pumpkinpatch', 'momoftwo', 'boymom', 'pumpkinseason', 'workingmom', 'momthings', 'twinmom', 'sahm', 'newmom', 'momhacks', 'momofmultiples', 'girlmom', 'irvineregionalpark', 'fallactivities', 'fallaesthetic', 'motherhoodunplugged', 'ocmom', 'momlifebelike', 'wfhm', 'omoms', 'momsofinstagram', 'momssupportingmoms']",age1,personal experience,0.3197775483131408
anon_0298,0.0491582491582491,61,11,1,1485,"['motherhood', 'momlife', 'pregnantlife', 'tistheseason', 'boymom', 'christmasdecor', 'mostwonderfultimeoftheyear', 'momsonchristmas', 'sahm', 'sahmlife', 'momof2', 'momlifestyle', 'decorateforchristmas', 'momvlog', 'christmasonabudget', 'christmasmom', 'momtok', 'itstimeeee', 'boymomlife', 'holidaytiktok', 'dayinthelifeofamom', 'momcreator', 'christmastiktok', 'millennialmom', 'momsover30', 'expectingmom', 'momdaily', 'dollargeneralfinds', 'christmasdecoronabudget', 'blackmomsoftiktok', 'budgetfriendlydecor', 'sahmvlogs', 'dollargeneralchristmas', 'ditlofamom', 'blackfamilyvlogger', 'blacksahm', 'regularmomlife', 'momcontentcreator', 'realisticmomlife', 'affordablechristmasdecor', 'blackmomcreator', 'blackmomtent', 'nonaestheticmom']",age1,relatable content,0.4930677711963653
anon_0299,0.0316942741619929,468,16,2,15334,"['mom', 'morningroutine', 'pregnant', 'momlife', 'pregnantbelly', '15weeks', 'sahm', 'rainbowbaby', 'secondtrimester', '15weekspregnant']",age1,relatable content,0.254696637392044
anon_0300,0.0755395683453237,39,3,0,556,"['monday', 'pregnant', 'bodypositivity', 'fyp', 'sahm', 'bodychange', 'momsoftiktok']",age1,relatable content,0.5269126296043396
anon_0301,0.0405616224648986,22,4,0,641,"['ootd', 'pajamas', 'comfortable', 'pregnant', 'sahm', 'loungewear', 'momsoftiktok']",age1,relatable content,0.7505801320075989
anon_0302,0.1876484560570071,65,10,4,421,"['twins', 'pregnant', 'twinmom', 'sahm', 'pregnancyjourney', 'tiktokmom', 'twinpregnancy', 'momsoftiktok', 'pregnancytips']",age1,relatable content,0.9958872199058532
anon_0303,0.093484419263456,31,2,0,353,"['teamwork', 'wife', 'wifey', 'pregnancy', 'target', 'pregnant', 'grwm', 'fyp', 'roadto5k', 'sahm', 'ditl', 'sahmlife', 'roadto10k', 'momtok', 'boymomlife', 'foryoupage', 'sahmomsbelike', 'momsoftiktok', 'sahmsoftiktok', 'pregnancytiktok', 'ivfpregnancy']",age1,everyday life situation,0.341957151889801
anon_0304,0.09765625,41,9,0,512,"['family', 'mom', 'shopping', 'walmart', 'motherhood', 'familyday', 'pregnant', 'fyp', '2kgoal', '10kgoal', 'sahm', 'sahmlife', 'boysclothes', 'momof2', 'foryoupage', 'momsoftiktok', 'welderwife', 'microinfluencer', 'sahmsoftiktok', 'welderwifelife', 'motherhoodunfiltered', 'dueapril2024']",age1,relatable content,0.2163490951061248
anon_0034,0.0469268730372364,380,132,11,11145,"['mom', 'mama', 'shopping', 'foryou', 'pregnant', 'parati', 'babyshower', 'pregnantlife', 'fyp', 'tryon', 'sahm', 'tryonhaul', 'babyshoweroutfit', 'babyshowerprep', 'amazonfinds', 'babyshowerdress', 'momsoftiktok', 'amazondress', 'pregnancytiktok', 'amazonspringfashion', 'amazonspringdress']",age1,relatable content,0.7837339043617249
anon_0305,0.11875,37,1,0,320,"['pregnant', 'momlife', 'sahm', 'cleanwithme', 'cleaningmotivation', 'cleantok', 'sundayreset']",age1,relatable content,0.2818762958049774
anon_0050,0.1116173120728929,43,3,3,439,"['morningroutine', 'mornings', 'pregnancy', 'pregnant', 'getreadywithme', 'grwm', 'happythursday', 'sahm', 'newmom', 'diml', 'morningvlog', 'soontobemom', 'morninggrwm', 'thirdtrimester', 'momtok', '33weekspregnant']",age1,relatable content,0.3421920835971832
anon_0306,0.2886597938144329,17,11,0,97,"['ootd', 'stayathomemommy', 'sahm', 'momsoftiktok', 'pregnanttiktok', 'maternityoutfits', 'pregnancyoutfits', 'capcut', 'momoutfitideas', 'momtoktakeover']",age1,relatable content,0.9400312304496764
anon_0307,0.0332823152914985,1177,12,7,35935,"['motherhood', 'pregnant', 'fyp', 'sahm', 'oneyearago', 'pregnancyannouncement', 'pregnancytest', 'youngparents', 'pregnancyjourney', 'momtok', 'momsoftiktok', 'pregnancyaftermiscarriage', 'momsunder25', 'capcut', 'findingoutimpregnant', 'secondtimeparents', 'tellingmybfimpregnant']",age1,relatable content,0.4827483892440796
anon_0308,0.0753768844221105,11,3,1,199,"['dinner', 'pregnant', 'fyp', 'CookWithMe', 'asmr', 'sahm', 'ditl', 'letsmakedinner', 'cookingasmr', 'crockpotmeals', 'mealideas', 'sahmvlog']",age1,everyday life situation,0.2493873238563537
anon_0309,0.031628532974428,45,2,0,1486,"['cooking', 'pregnancy', 'dinner', 'pregnant', 'recipe', 'youngmom', 'familydinner', 'CookWithMe', 'sahm', 'sahmlife', 'familymeal', '2under2', 'cheapmeals', 'cookathome', 'pregnanttiktok', 'sahmsoftiktok', 'geoundbeef', 'cheaptok', 'sahmtok']",age1,everyday life situation,0.3636126220226288
